Above Threshold?,Birth Rate Bin,Country/Region,Ease of Business (clusters),GDP per Capita (bin),Region,Year,Birth Rate,Business Tax Rate,CO2 Emissions,Days to Start Business,Ease of Business,Energy Usage,GDP,GDP per Capita,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
Below Threshold,Below 1.5%,Sweden,Very Friendly,"$46,880 ",Europe,1/12/10,1.20%,52%,"52,515",16,,"51,315",$463B,"$49,370 ",9.50%,"$4,694 ",122,0.003,90%,,82,84,80,117%,1,0.165,0.653,0.182,9.4M,85.10%,$11B,$15B
Below Threshold,Below 1.5%,Russia,Moderate,"$9,376 ",Europe,1/12/10,1.30%,47%,"1,740,776",29,,"702,292","$1,520B","$10,675 ",6.30%,$669 ,320,0.01,43%,0.108,69,75,63,166%,1,0.149,0.72,0.131,142.4M,73.70%,$13B,$30B
Below Threshold,Below 1.5%,Albania,Friendly,$0 ,Europe,1/12/10,1.30%,33%,"4,283",6,,"2,059",$12B,"$4,175 ",5.50%,$207 ,360,0.015,45%,0.128,77,80,74,86%,1,0.228,0.671,0.101,2.9M,52.20%,$2B,$1B
Below Threshold,Below 1.5%,France,Very Friendly,"$37,504 ",Europe,1/12/10,1.30%,65%,"361,273",7,,"261,157","$2,570B","$39,524 ",11.70%,"$4,634 ",132,0.004,77%,,82,85,78,91%,1,0.184,0.648,0.168,65.0M,78.30%,$56B,$46B
Below Threshold,Below 1.5%,United Kingdom,Very Friendly,"$32,816 ",Europe,1/12/10,1.30%,36%,"493,505",12,,"201,829","$2,300B","$36,644 ",9.60%,"$3,489 ",110,0.004,85%,0.005,81,82,79,124%,1,0.176,0.659,0.166,62.8M,81.30%,$41B,$61B
Below Threshold,Below 1.5%,Norway,Very Friendly,"$84,384 ",Europe,1/12/10,1.30%,41%,"57,187",7,,"32,338",$421B,"$86,107 ",10.00%,"$8,694 ",87,0.003,93%,,81,83,79,115%,1,0.188,0.662,0.15,4.9M,79.10%,$5B,$15B
Below Threshold,1.5-3%,Iceland,Very Friendly,"$37,504 ",Europe,1/12/10,1.50%,26%,"1,962",5,,"5,369",$13B,"$39,507 ",9.40%,"$3,730 ",140,0.002,93%,0.103,82,84,80,107%,1,0.209,0.669,0.121,0.3M,93.60%,$1B,$1B
Below Threshold,1.5-3%,Ireland,Very Friendly,"$42,192 ",Europe,1/12/10,1.70%,25%,"40,000",13,,"14,219",$209B,"$45,832 ",9.30%,"$4,320 ",76,0.004,70%,,81,83,79,105%,1,0.213,0.673,0.113,4.6M,61.80%,$8B,$7B
Below Threshold,1.5-3%,Turkey,Friendly,"$9,376 ",Europe,1/12/10,1.80%,43%,"298,002",6,,"105,133",$731B,"$10,133 ",6.80%,$680 ,226,0.02,40%,,75,78,71,86%,1,0.267,0.662,0.071,72.1M,70.70%,$26B,$6B
Below Threshold,1.5-3%,Kosovo,Friendly,$0 ,Europe,1/12/10,1.90%,17%,,58,,"2,496",$6B,"$3,233 ",,,163,,,0.143,70,72,68,,1,0.275,0.659,0.067,1.8M,,,
Below Threshold,Above 3%,Isle of Man,Not Clustered,,Europe,1/12/11,,,,,,,,,,,,,,,,,,,1,,,,0.1M,52.00%,,
Below Threshold,Above 3%,Andorra,Not Clustered,,Europe,1/12/11,,,,,,,,,7.20%,"$3,053 ",,0.002,81%,,,,,84%,1,,,,0.1M,87.30%,,
Below Threshold,Above 3%,Monaco,Not Clustered,"$159,392 ",Europe,1/12/11,,,,,,,$6B,"$163,026 ",4.40%,"$7,180 ",,0.003,80%,,,,,85%,1,,,,0.0M,100.00%,,
Below Threshold,Below 1.5%,Germany,Very Friendly,"$42,192 ",Europe,1/12/11,0.80%,46%,,15,,"311,770","$3,630B","$44,378 ",11.30%,"$4,996 ",221,0.003,81%,,81,83,78,110%,1,0.133,0.657,0.21,81.8M,74.50%,$53B,
Below Threshold,Below 1.5%,Latvia,Very Friendly,"$9,376 ",Europe,1/12/11,0.90%,37%,,16,,"4,371",$28B,"$13,827 ",6.00%,$826 ,290,0.008,70%,0.064,74,79,69,111%,1,0.143,0.672,0.185,2.1M,67.60%,$1B,$1B
Below Threshold,Below 1.5%,Hungary,Friendly,"$9,376 ",Europe,1/12/11,0.90%,52%,,4,,"24,964",$137B,"$13,739 ",7.90%,"$1,096 ",277,0.006,68%,0.083,75,79,71,117%,1,0.146,0.685,0.169,10.0M,69.30%,$7B,$3B
Below Threshold,Below 1.5%,Serbia,Friendly,"$4,688 ",Europe,1/12/11,0.90%,34%,,13,,"16,185",$44B,"$6,048 ",10.30%,$622 ,279,0.006,42%,0.172,75,77,72,130%,1,0.167,0.695,0.138,7.2M,55.30%,$1B,$1B
Below Threshold,Below 1.5%,Bosnia and Herzegovina,Moderate,"$4,688 ",Europe,1/12/11,0.90%,24%,,40,,"7,095",$18B,"$4,754 ",9.90%,$471 ,422,0.006,60%,0.074,76,79,73,83%,1,0.169,0.678,0.153,3.8M,39.30%,$1B,$0B
Below Threshold,Below 1.5%,Portugal,Very Friendly,"$18,752 ",Europe,1/12/11,0.90%,43%,,4,,"23,084",$238B,"$22,543 ",10.20%,"$2,302 ",275,0.003,55%,,81,84,77,116%,1,0.15,0.667,0.182,10.6M,61.20%,$15B,$5B
Below Threshold,Below 1.5%,Austria,Very Friendly,"$46,880 ",Europe,1/12/11,0.90%,52%,,25,,"33,019",$416B,"$49,487 ",11.30%,"$5,643 ",170,0.003,79%,,81,84,78,154%,1,0.146,0.673,0.181,8.4M,65.90%,$22B,$13B
Below Threshold,Below 1.5%,Italy,Friendly,"$32,816 ",Europe,1/12/11,0.90%,68%,,6,,"167,416","$2,200B","$37,050 ",9.20%,"$3,339 ",285,0.003,54%,0.046,83,85,80,158%,1,0.14,0.654,0.205,59.4M,68.40%,$45B,$36B
Below Threshold,Below 1.5%,Romania,Friendly,"$4,688 ",Europe,1/12/11,1.00%,43%,,14,,"35,830",$183B,"$9,083 ",5.60%,$480 ,222,0.012,40%,0.121,75,78,71,107%,1,0.15,0.701,0.149,20.1M,54.00%,$2B,$2B
Below Threshold,Below 1.5%,Bulgaria,Friendly,"$4,688 ",Europe,1/12/11,1.00%,27%,,18,,"19,216",$54B,"$7,286 ",7.30%,$522 ,500,0.011,48%,0.106,75,78,71,143%,1,0.134,0.68,0.186,7.3M,72.60%,$5B,$1B
Below Threshold,Below 1.5%,Poland,Very Friendly,"$9,376 ",Europe,1/12/11,1.00%,40%,,32,,"101,313",$516B,"$13,391 ",6.80%,$915 ,296,0.005,62%,,77,81,73,131%,1,0.149,0.713,0.137,38.5M,60.80%,$12B,$9B
Below Threshold,Below 1.5%,Croatia,Friendly,"$14,064 ",Europe,1/12/11,1.00%,22%,,8,,"8,439",$62B,"$14,372 ",6.80%,$992 ,196,0.004,58%,0.097,77,80,74,118%,1,0.151,0.671,0.177,4.3M,57.80%,$10B,$1B
Below Threshold,Below 1.5%,Czech Republic,Friendly,"$18,752 ",Europe,1/12/11,1.00%,48%,,20,,"43,429",$216B,"$20,579 ",7.50%,"$1,545 ",557,0.003,71%,0.057,78,81,75,124%,1,0.143,0.699,0.158,10.5M,73.20%,$9B,$5B
Below Threshold,Below 1.5%,Greece,Friendly,"$23,440 ",Europe,1/12/11,1.00%,46%,,11,,"26,723",$290B,"$26,072 ",9.00%,"$2,304 ",224,0.004,52%,,81,84,78,109%,1,0.146,0.663,0.192,11.1M,76.60%,$15B,$3B
Below Threshold,Below 1.5%,Malta,Friendly,"$18,752 ",Europe,1/12/11,1.00%,41%,,40,,857,$9B,"$22,346 ",8.70%,"$1,900 ",139,0.005,68%,0.047,81,83,79,122%,1,0.153,0.697,0.15,0.4M,94.80%,$1B,$0B
Below Threshold,Below 1.5%,San Marino,Friendly,,Europe,1/12/11,1.00%,,,,,,,,5.50%,"$3,553 ",,0.003,50%,0.059,83,86,80,114%,1,,,,0.0M,94.10%,,
Below Threshold,Below 1.5%,Spain,Very Friendly,"$28,128 ",Europe,1/12/11,1.00%,39%,,28,,"125,570","$1,450B","$31,021 ",9.30%,"$2,978 ",187,0.004,68%,,83,86,80,113%,1,0.151,0.677,0.173,46.7M,78.70%,$68B,$24B
Below Threshold,Below 1.5%,Switzerland,Very Friendly,"$79,696 ",Europe,1/12/11,1.00%,29%,,18,,"25,375",$659B,"$83,287 ",11.00%,"$9,248 ",63,0.004,85%,0.027,83,85,81,127%,1,0.149,0.679,0.172,7.9M,73.70%,$21B,$17B
Below Threshold,Below 1.5%,Ukraine,Moderate,$0 ,Europe,1/12/11,1.10%,57%,,24,,"126,438",$163B,"$3,566 ",7.30%,$262 ,657,0.01,29%,0.159,71,76,66,121%,1,0.14,0.704,0.156,45.7M,68.90%,$5B,$5B
Below Threshold,Below 1.5%,Lithuania,Very Friendly,"$14,064 ",Europe,1/12/11,1.10%,43%,,22,,"7,287",$43B,"$14,228 ",6.70%,$887 ,175,0.005,64%,,74,79,68,162%,1,0.151,0.693,0.155,3.0M,66.70%,$1B,$1B
Below Threshold,Below 1.5%,Estonia,Very Friendly,"$14,064 ",Europe,1/12/11,1.10%,58%,,7,,"5,603",$23B,"$16,982 ",5.80%,$928 ,81,0.003,77%,0.061,76,81,71,144%,1,0.155,0.668,0.176,1.3M,68.00%,$2B,$1B
Below Threshold,Below 1.5%,Slovakia,Very Friendly,"$14,064 ",Europe,1/12/11,1.10%,48%,,18,,"17,349",$96B,"$17,760 ",7.90%,"$1,415 ",231,0.007,74%,,76,80,72,110%,1,0.15,0.725,0.125,5.4M,54.40%,$3B,$2B
Below Threshold,Below 1.5%,North Macedonia,Very Friendly,"$4,688 ",Europe,1/12/11,1.10%,8%,,3,,"3,122",$10B,"$4,941 ",6.90%,$344 ,119,0.008,57%,0.089,75,77,73,105%,1,0.171,0.71,0.118,2.1M,57.00%,$0B,$0B
Below Threshold,Below 1.5%,Slovenia,Very Friendly,"$23,440 ",Europe,1/12/11,1.10%,34%,,6,,"7,249",$50B,"$24,478 ",8.90%,"$2,171 ",260,0.003,67%,,80,83,77,105%,1,0.141,0.691,0.169,2.1M,49.90%,$3B,$1B
Below Threshold,Below 1.5%,Finland,Very Friendly,"$46,880 ",Europe,1/12/11,1.10%,39%,,14,,"34,749",$262B,"$48,624 ",9.00%,"$4,411 ",93,0.002,89%,,81,84,77,166%,1,0.164,0.659,0.177,5.4M,83.70%,$6B,$6B
Below Threshold,Below 1.5%,Denmark,Very Friendly,"$56,256 ",Europe,1/12/11,1.10%,26%,,6,,"17,997",$334B,"$59,958 ",10.90%,"$6,521 ",135,0.003,90%,,80,82,78,129%,1,0.178,0.651,0.171,5.6M,87.00%,$6B,$10B
Below Threshold,Below 1.5%,Netherlands,Very Friendly,"$46,880 ",Europe,1/12/11,1.10%,40%,,8,,"77,419",$833B,"$49,901 ",11.90%,"$5,997 ",127,0.004,91%,0.02,81,83,79,119%,1,0.173,0.667,0.159,16.7M,87.80%,$21B,$21B
Below Threshold,Below 1.5%,Luxembourg,Friendly,"$107,824 ",Europe,1/12/11,1.10%,20%,,19,,"4,171",$58B,"$111,913 ",6.70%,"$7,751 ",59,0.002,90%,,82,84,79,148%,1,0.175,0.685,0.14,0.5M,88.90%,$5B,$4B
Below Threshold,Below 1.5%,Liechtenstein,Not Clustered,,Europe,1/12/11,1.10%,,,,,,,,,,,,85%,,82,84,80,102%,1,,,,0.0M,14.40%,,
Below Threshold,Below 1.5%,Moldova,Friendly,$0 ,Europe,1/12/11,1.20%,31%,,9,,"3,331",$7B,"$1,971 ",11.40%,$224 ,228,0.014,38%,0.144,69,73,65,91%,1,0.165,0.723,0.112,3.6M,44.90%,$0B,$0B
Below Threshold,Below 1.5%,Belarus,Friendly,"$4,688 ",Europe,1/12/11,1.20%,62%,,10,,"29,501",$60B,"$6,306 ",4.90%,$311 ,654,0.004,40%,0.136,71,77,65,113%,1,0.149,0.712,0.138,9.5M,75.00%,$1B,$1B
Below Threshold,Below 1.5%,Montenegro,Very Friendly,"$4,688 ",Europe,1/12/11,1.20%,21%,,10,,"1,179",$5B,"$7,253 ",7.20%,$522 ,372,0.006,36%,0.097,75,77,72,187%,1,0.193,0.682,0.126,0.6M,63.30%,$1B,$0B
Below Threshold,Below 1.5%,Cyprus,Very Friendly,"$18,752 ",Europe,1/12/11,1.20%,22%,,8,,"2,368",$25B,"$22,258 ",7.40%,"$2,123 ",149,0.003,57%,,80,82,77,98%,1,0.174,0.708,0.118,1.1M,67.40%,$3B,$2B
Below Threshold,Below 1.5%,Belgium,Very Friendly,"$42,192 ",Europe,1/12/11,1.20%,57%,,4,,"59,094",$513B,"$46,435 ",10.50%,"$4,914 ",156,0.004,82%,,81,83,78,114%,1,0.168,0.658,0.174,11.0M,97.70%,$13B,$24B
Below Threshold,Below 1.5%,Faeroe Islands,Not Clustered,,Europe,1/12/11,1.20%,,,,,,,,,,,,81%,,82,84,79,118%,1,,,,0.0M,41.10%,,
Below Threshold,Below 1.5%,Norway,Very Friendly,"$98,448 ",Europe,1/12/11,1.20%,41%,,7,,"28,137",$491B,"$99,130 ",9.90%,"$9,908 ",87,0.003,94%,,82,84,79,116%,1,0.187,0.661,0.152,5.0M,79.40%,$6B,$17B
Below Threshold,Below 1.5%,Sweden,Very Friendly,"$56,256 ",Europe,1/12/11,1.20%,52%,,16,,"49,045",$536B,"$56,724 ",9.50%,"$5,419 ",122,0.002,93%,,82,84,80,121%,1,0.166,0.649,0.185,9.4M,85.20%,$13B,$17B
Below Threshold,Below 1.5%,Russia,Moderate,"$9,376 ",Europe,1/12/11,1.30%,47%,,29,,"730,970","$1,900B","$13,291 ",6.10%,$803 ,290,0.01,49%,0.085,70,76,64,142%,1,0.151,0.718,0.13,143.0M,73.70%,$17B,$37B
Below Threshold,Below 1.5%,Albania,Friendly,$0 ,Europe,1/12/11,1.30%,32%,,6,,"2,173",$13B,"$4,556 ",6.00%,$243 ,371,0.014,49%,0.124,77,80,74,98%,1,0.221,0.676,0.103,2.8M,53.20%,$2B,$2B
Below Threshold,Below 1.5%,United Kingdom,Very Friendly,"$37,504 ",Europe,1/12/11,1.30%,36%,,12,,"188,074","$2,460B","$38,888 ",9.40%,"$3,659 ",110,0.004,85%,0.005,81,83,79,124%,1,0.175,0.656,0.169,63.3M,81.60%,$46B,$65B
Below Threshold,Below 1.5%,France,Very Friendly,"$42,192 ",Europe,1/12/11,1.30%,65%,,7,,"252,827","$2,780B","$42,544 ",11.60%,"$4,968 ",132,0.004,78%,,83,86,79,94%,1,0.183,0.646,0.171,65.3M,78.60%,$66B,$54B
Below Threshold,Below 1.5%,Iceland,Very Friendly,"$42,192 ",Europe,1/12/11,1.40%,30%,,5,,"5,731",$14B,"$44,019 ",9.20%,"$4,051 ",140,0.002,95%,0.077,83,84,81,107%,1,0.208,0.669,0.123,0.3M,93.70%,$1B,$1B
Below Threshold,1.5-3%,Ireland,Very Friendly,"$46,880 ",Europe,1/12/11,1.60%,25%,,13,,"13,216",$226B,"$49,380 ",8.80%,"$4,306 ",76,0.003,75%,,81,83,79,109%,1,0.215,0.67,0.115,4.6M,62.10%,$10B,$7B
Below Threshold,1.5-3%,Turkey,Friendly,"$9,376 ",Europe,1/12/11,1.70%,40%,,6,,"112,459",$775B,"$10,608 ",6.10%,$644 ,226,0.019,43%,,75,78,71,89%,1,0.264,0.665,0.072,73.1M,71.30%,$30B,$5B
Below Threshold,1.5-3%,Kosovo,Friendly,$0 ,Europe,1/12/11,1.80%,15%,,58,,"2,528",$7B,"$3,702 ",,,164,,,0.139,70,72,68,,1,,,,1.8M,,,
Below Threshold,Above 3%,Isle of Man,Not Clustered,,Europe,1/12/12,,,,,,,,,,,,,,,,,,,1,,,,0.1M,52.00%,,
Below Threshold,Above 3%,Monaco,Not Clustered,,Europe,1/12/12,,,,,,,,,4.40%,"$6,708 ",,0.003,87%,,,,,88%,1,,,,0.0M,100.00%,,
Below Threshold,Below 1.5%,Germany,Very Friendly,"$42,192 ",Europe,1/12/12,0.80%,46%,,15,19,"307,381","$3,430B","$42,648 ",11.30%,"$4,683 ",207,0.003,82%,,81,83,79,112%,1,0.132,0.657,0.211,80.4M,74.70%,$52B,$96B
Below Threshold,Below 1.5%,Hungary,Friendly,"$9,376 ",Europe,1/12/12,0.90%,50%,,5,52,"23,499",$125B,"$12,600 ",7.80%,$987 ,277,0.005,71%,0.09,76,79,72,116%,1,0.146,0.683,0.17,9.9M,69.80%,$6B,$3B
Below Threshold,Below 1.5%,Serbia,Friendly,"$4,688 ",Europe,1/12/12,0.90%,34%,,12,87,,$38B,"$5,294 ",10.50%,$561 ,279,0.006,48%,0.182,76,78,73,118%,1,0.165,0.695,0.14,7.2M,55.30%,$1B,$1B
Below Threshold,Below 1.5%,Bosnia and Herzegovina,Moderate,$0 ,Europe,1/12/12,0.90%,24%,,37,130,,$17B,"$4,396 ",9.90%,$447 ,407,0.006,65%,0.069,77,79,74,88%,1,0.163,0.682,0.155,3.8M,39.40%,$1B,$0B
Below Threshold,Below 1.5%,Portugal,Very Friendly,"$18,752 ",Europe,1/12/12,0.90%,42%,,4,29,"21,949",$212B,"$20,162 ",9.40%,"$1,905 ",275,0.003,60%,,81,84,77,114%,1,0.149,0.666,0.185,10.5M,61.80%,$15B,$4B
Below Threshold,Below 1.5%,Greece,Friendly,"$18,752 ",Europe,1/12/12,0.90%,44%,,12,89,"25,991",$248B,"$22,357 ",9.30%,"$2,044 ",202,0.004,55%,,81,83,78,120%,1,0.146,0.66,0.194,11.1M,77.00%,$13B,$2B
Below Threshold,Below 1.5%,Austria,Very Friendly,"$42,192 ",Europe,1/12/12,0.90%,52%,,25,28,"32,896",$394B,"$46,738 ",11.50%,"$5,407 ",170,0.003,80%,,81,84,78,161%,1,0.145,0.672,0.182,8.4M,65.90%,$21B,$12B
Below Threshold,Below 1.5%,Italy,Friendly,"$32,816 ",Europe,1/12/12,0.90%,68%,,6,67,"158,616","$2,010B","$33,759 ",9.20%,"$3,032 ",269,0.003,56%,0.052,83,86,80,160%,1,0.14,0.651,0.208,59.5M,68.60%,$43B,$33B
Below Threshold,Below 1.5%,Andorra,Not Clustered,,Europe,1/12/12,1.00%,,,,,,,,8.30%,"$3,057 ",,0.002,86%,,,,,82%,1,,,,0.1M,86.70%,,
Below Threshold,Below 1.5%,San Marino,Friendly,,Europe,1/12/12,1.00%,42%,,40,74,,,,6.50%,"$3,792 ",52,0.003,51%,,,,,115%,1,,,,0.0M,94.10%,,
Below Threshold,Below 1.5%,Lithuania,Very Friendly,"$14,064 ",Europe,1/12/12,1.00%,43%,,20,25,,$42B,"$14,172 ",6.70%,$859 ,175,0.005,67%,,74,80,68,165%,1,0.151,0.693,0.156,3.0M,66.60%,$1B,$1B
Below Threshold,Below 1.5%,Latvia,Very Friendly,"$9,376 ",Europe,1/12/12,1.00%,36%,,16,24,,$28B,"$13,947 ",6.00%,$792 ,264,0.008,73%,0.055,74,79,69,112%,1,0.146,0.669,0.185,2.0M,67.50%,$1B,$1B
Below Threshold,Below 1.5%,Romania,Friendly,"$4,688 ",Europe,1/12/12,1.00%,43%,,10,73,,$169B,"$8,418 ",5.10%,$420 ,216,0.011,46%,0.113,75,78,71,105%,1,0.15,0.7,0.15,20.1M,54.10%,$2B,$2B
Below Threshold,Below 1.5%,Bulgaria,Friendly,"$4,688 ",Europe,1/12/12,1.00%,28%,,18,57,,$51B,"$7,022 ",7.40%,$516 ,454,0.011,52%,0.097,75,78,71,148%,1,0.135,0.675,0.189,7.3M,73.00%,$4B,$1B
Below Threshold,Below 1.5%,Slovakia,Very Friendly,"$14,064 ",Europe,1/12/12,1.00%,47%,,14,43,"16,676",$91B,"$16,893 ",7.80%,"$1,326 ",207,0.006,77%,,77,80,73,112%,1,0.15,0.723,0.127,5.4M,54.20%,$2B,$2B
Below Threshold,Below 1.5%,Poland,Very Friendly,"$9,376 ",Europe,1/12/12,1.00%,40%,,32,48,"96,543",$490B,"$12,715 ",6.70%,$854 ,286,0.005,62%,,77,81,73,142%,1,0.149,0.71,0.14,38.5M,60.70%,$12B,$9B
Below Threshold,Below 1.5%,Croatia,Friendly,"$9,376 ",Europe,1/12/12,1.00%,22%,,8,88,,$56B,"$13,159 ",6.80%,$908 ,196,0.004,62%,0.095,77,80,74,115%,1,0.15,0.67,0.18,4.3M,58.10%,$9B,$1B
Below Threshold,Below 1.5%,Czech Republic,Friendly,"$14,064 ",Europe,1/12/12,1.00%,48%,,20,68,"42,823",$196B,"$18,648 ",7.70%,"$1,432 ",413,0.003,73%,0.054,78,81,75,127%,1,0.146,0.692,0.162,10.5M,73.10%,$8B,$4B
Below Threshold,Below 1.5%,Denmark,Very Friendly,"$56,256 ",Europe,1/12/12,1.00%,27%,,6,5,"17,041",$315B,"$56,335 ",11.20%,"$6,304 ",130,0.003,92%,,80,82,78,130%,1,0.177,0.649,0.175,5.6M,87.10%,$6B,$10B
Below Threshold,Below 1.5%,Malta,Friendly,"$18,752 ",Europe,1/12/12,1.00%,41%,,40,100,,$9B,"$21,130 ",9.10%,"$1,835 ",139,0.005,68%,0.047,81,83,79,124%,1,0.15,0.694,0.156,0.4M,95.00%,$1B,$0B
Below Threshold,Below 1.5%,Liechtenstein,Not Clustered,,Europe,1/12/12,1.00%,,,,,,,,,,,,89%,,83,85,80,97%,1,,,,0.0M,14.40%,,
Below Threshold,Below 1.5%,Spain,Very Friendly,"$28,128 ",Europe,1/12/12,1.00%,39%,,28,46,"124,679","$1,320B","$28,228 ",9.60%,"$2,808 ",167,0.004,70%,,83,85,80,108%,1,0.152,0.673,0.175,46.8M,78.90%,$63B,$22B
Below Threshold,Below 1.5%,Switzerland,Very Friendly,"$75,008 ",Europe,1/12/12,1.00%,29%,,18,27,"25,500",$631B,"$78,906 ",11.30%,"$8,980 ",63,0.004,85%,0.027,83,85,81,132%,1,0.148,0.678,0.174,8.0M,73.70%,$19B,$17B
Below Threshold,Below 1.5%,Ukraine,Moderate,$0 ,Europe,1/12/12,1.10%,55%,,22,140,,$177B,"$3,882 ",7.60%,$293 ,491,0.009,35%,0.184,71,76,66,130%,1,0.142,0.705,0.153,45.6M,69.10%,$6B,$6B
Below Threshold,Below 1.5%,Estonia,Very Friendly,"$14,064 ",Europe,1/12/12,1.10%,66%,,7,21,"5,721",$22B,"$16,887 ",5.90%,"$1,010 ",81,0.003,78%,0.057,77,82,72,160%,1,0.157,0.665,0.178,1.3M,67.80%,$2B,$1B
Below Threshold,Below 1.5%,North Macedonia,Very Friendly,$0 ,Europe,1/12/12,1.10%,8%,,2,36,,$10B,"$4,548 ",7.10%,$327 ,119,0.007,57%,0.085,75,77,73,106%,1,0.169,0.711,0.12,2.1M,57.00%,$0B,$0B
Below Threshold,Below 1.5%,Slovenia,Very Friendly,"$18,752 ",Europe,1/12/12,1.10%,34%,,6,31,"7,143",$45B,"$22,059 ",8.80%,"$1,942 ",260,0.002,68%,,80,83,77,108%,1,0.142,0.688,0.171,2.1M,49.90%,$3B,$1B
Below Threshold,Below 1.5%,Belgium,Very Friendly,"$42,192 ",Europe,1/12/12,1.10%,58%,,4,32,"57,286",$483B,"$43,403 ",10.80%,"$4,711 ",156,0.004,81%,,81,83,78,111%,1,0.169,0.655,0.176,11.1M,97.70%,$13B,$24B
Below Threshold,Below 1.5%,Finland,Very Friendly,"$42,192 ",Europe,1/12/12,1.10%,41%,,14,12,"33,475",$247B,"$45,623 ",9.10%,"$4,232 ",93,0.002,90%,,81,84,78,172%,1,0.164,0.653,0.183,5.4M,83.80%,$5B,$6B
Below Threshold,Below 1.5%,Netherlands,Very Friendly,"$42,192 ",Europe,1/12/12,1.10%,39%,,5,30,"78,220",$770B,"$45,957 ",12.40%,"$5,737 ",127,0.004,93%,0.016,81,83,79,118%,1,0.172,0.663,0.164,16.8M,88.60%,$21B,$20B
Below Threshold,Below 1.5%,Luxembourg,Friendly,"$103,136 ",Europe,1/12/12,1.10%,20%,,19,56,"4,080",$55B,"$103,859 ",6.90%,"$7,452 ",59,0.002,92%,,82,84,79,145%,1,0.175,0.685,0.141,0.5M,89.20%,$5B,$4B
Below Threshold,Below 1.5%,Moldova,Friendly,$0 ,Europe,1/12/12,1.20%,31%,,9,86,,$7B,"$2,047 ",11.70%,$239 ,220,0.014,43%,0.134,69,73,65,102%,1,0.165,0.722,0.112,3.6M,44.90%,$0B,$0B
Below Threshold,Below 1.5%,Belarus,Friendly,"$4,688 ",Europe,1/12/12,1.20%,61%,,10,64,,$64B,"$6,722 ",5.00%,$339 ,338,0.004,47%,0.195,73,78,67,114%,1,0.151,0.711,0.138,9.5M,75.50%,$1B,$1B
Below Threshold,Below 1.5%,Montenegro,Very Friendly,"$4,688 ",Europe,1/12/12,1.20%,21%,,10,50,,$4B,"$6,514 ",7.60%,$493 ,320,0.005,57%,0.096,75,77,72,160%,1,0.19,0.682,0.128,0.6M,63.50%,$1B,$0B
Below Threshold,Below 1.5%,Cyprus,Very Friendly,"$18,752 ",Europe,1/12/12,1.20%,22%,,8,38,,$23B,"$20,166 ",7.30%,"$1,949 ",147,0.003,61%,,80,82,78,98%,1,0.172,0.708,0.12,1.1M,67.30%,$3B,$2B
Below Threshold,Below 1.5%,Norway,Very Friendly,"$98,448 ",Europe,1/12/12,1.20%,41%,,7,7,"29,818",$500B,"$99,630 ",9.00%,"$9,055 ",87,0.002,95%,,82,84,80,117%,1,0.186,0.659,0.155,5.0M,79.70%,$5B,$18B
Below Threshold,Below 1.5%,Sweden,Very Friendly,"$51,568 ",Europe,1/12/12,1.20%,52%,,16,14,"48,877",$524B,"$55,046 ",9.60%,"$5,319 ",122,0.002,93%,,82,84,80,125%,1,0.167,0.644,0.189,9.5M,85.40%,$12B,$18B
Below Threshold,Below 1.5%,Russia,Moderate,"$14,064 ",Europe,1/12/12,1.30%,54%,,18,111,,"$2,020B","$14,108 ",6.30%,$887 ,177,0.009,64%,0.091,71,76,65,145%,1,0.154,0.716,0.13,143.2M,73.80%,$18B,$48B
Below Threshold,Below 1.5%,Albania,Friendly,$0 ,Europe,1/12/12,1.30%,32%,,5,82,,$12B,"$4,406 ",6.00%,$228 ,357,0.014,55%,0.109,77,80,74,111%,1,0.213,0.681,0.106,2.8M,54.30%,$2B,$1B
Below Threshold,Below 1.5%,France,Very Friendly,"$37,504 ",Europe,1/12/12,1.30%,65%,,7,35,"251,706","$2,610B","$39,740 ",11.70%,"$4,690 ",132,0.004,81%,,83,86,79,97%,1,0.183,0.643,0.175,65.7M,78.80%,$64B,$47B
Below Threshold,Below 1.5%,United Kingdom,Very Friendly,"$37,504 ",Europe,1/12/12,1.30%,35%,,12,11,"192,381","$2,460B","$38,621 ",9.40%,"$3,647 ",110,0.004,88%,0.005,82,84,80,125%,1,0.175,0.653,0.172,63.7M,81.80%,$46B,$66B
Below Threshold,Below 1.5%,Faeroe Islands,Not Clustered,,Europe,1/12/12,1.30%,,,,,,,,,,,,85%,,83,85,80,119%,1,,,,0.0M,41.30%,,
Below Threshold,Below 1.5%,Iceland,Very Friendly,"$42,192 ",Europe,1/12/12,1.40%,31%,,5,13,"6,021",$14B,"$42,362 ",9.10%,"$3,872 ",140,0.002,96%,0.083,83,84,82,108%,1,0.207,0.667,0.126,0.3M,93.80%,$1B,$1B
Below Threshold,1.5-3%,Ireland,Very Friendly,"$42,192 ",Europe,1/12/12,1.60%,26%,,10,15,"13,350",$211B,"$46,001 ",8.10%,"$3,708 ",80,0.003,77%,,81,83,79,107%,1,0.215,0.667,0.118,4.6M,62.40%,$9B,$6B
